,facltNm,allar,insrncAt,trsagntNo,bizrno,facltDivNm,mangeDivNm,mgcDiv,manageSttus,hvofBgnde,hvofEnddle,featureNm,induty,lctCl,doNm,sigunguNm,zipcode,addr1,addr2,mapX,mapY,direction,tel,homepage,resveUrl,resveCl,manageNmpr,gnrlSiteCo,autoSiteCo,glampSiteCo,caravSiteCo,indvdlCaravSiteCo,sitedStnc,siteMg1Width,siteMg2Width,siteMg3Width,siteMg1Vrticl,siteMg2Vrticl,siteMg3Vrticl,siteMg1Co,siteMg2Co,siteMg3Co,siteBottomCl1,siteBottomCl2,siteBottomCl3,siteBottomCl4,siteBottomCl5,tooltip,glampInnerFclty,caravInnerFclty,prmisnDe,operPdCl,operDeCl,trlerAcmpnyAt,caravAcmpnyAt,toiletCo,swrmCo,wtrplCo,brazierCl,sbrsCl,sbrsEtc,posblFcltyCl,posblFcltyEtc,clturEventAt,clturEvent,exprnProgrmAt,exprnProgrm,extshrCo,frprvtWrppCo,frprvtSandCo,fireSensorCo,themaEnvrnCl,eqpmnLendCl,animalCmgCl,tourEraCl,firstImageUrl,createdtime,modifiedtime
29,가루실캠프,4800,Y,,311-09-57032,민간,직영,,운영,,,주변 물가,일반야영장,숲,충청남도,예산군,32408,충남 예산군 덕산면 가루실길 229-23,,126.6436775,36.6562383,,010-5431-9613,https://cafe.naver.com/48119613 ,,전화,2,21,0,2,0,4,3,15,0,0,8,0,0,27,0,0,0,4,0,21,0,,,,2016-03-24,"봄,여름,가을,겨울",평일+주말,Y,N,3,2,2,공동취사장,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설",,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,15,0,1,0,여름물놀이,"텐트,릴선,화로대",가능(소형견),,https://gocamping.or.kr/upload/camp/71/thumb/thumb_720_2625lrxV66xzTGpG03dOJiyN.jpg,2022-08-01 23:17,2022-10-15 6:30
30,가리산자연휴양림 야영장,0,Y,,223-82-04677,지자체,위탁,홍천군산림조합,운영,,,,자동차야영장,"산,숲",강원도,홍천군,250824,강원도 홍천군 두촌면 가리산길 426 ,,127.9839063,37.865122,,033-435-6034,http://www.garisan.kr/,http://www.garisan.kr/,현장,4,38,0,0,0,0,0,3,3,0,2,3,0,28,10,0,0,0,38,0,0,,,,2015-07-07,"봄,여름,가을",평일+주말,N,N,1,1,1,개별,"무선인터넷,놀이터,운동시설",어드벤처,,,N,,N,,20,0,0,0,"액티비티,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/73/thumb/thumb_720_2522g5lXwe5in2mmEaLkbP5V.jpg,2022-08-01 23:17,2022-10-15 6:30
31,가마실캠핑장,13884,N,,223-12-94254,민간,직영,,운영,,,,일반야영장,"산,숲,계곡,호수",충청북도,제천시,27131,충북 제천시 의병대로61길 50 (자작동),,128.2965596,37.1214901,,043-651-3031,http://blog.naver.com/keumja9244,,전화,1,0,31,0,0,0,0,3,3,0,3,6,0,6,5,20,0,20,11,0,0,,,,2015-11-09,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,0,0,0,0,"낚시,가을단풍명소,걷기길",화로대,불가능,,https://gocamping.or.kr/upload/camp/75/thumb/thumb_720_2111m3YScMg5qsdwQeSfAlDl.jpg,2022-08-01 23:17,2022-10-15 6:30
32,가산 글램핑,0,Y,,513-19-17727,민간,직영,,운영,,,,"일반야영장,카라반,글램핑",숲,경상북도,칠곡군,39849,경북 칠곡군 가산면 학하2길 54-55,,128.474735,36.0884556,,054-973-9981,http://gsglamping.com/,http://gsglamping.com/content/03reservation/02_01.php,온라인실시간예약,2,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"침대,냉장고","침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",2015-10-19,"봄,여름,가을,겨울",,N,N,2,2,1,개별,"전기,온수,트렘폴린,물놀이장,놀이터,산책로,운동시설",,산책로,,N,,N,,31,0,0,31,,,불가능,,https://gocamping.or.kr/upload/camp/76/thumb/thumb_720_1563xEE4GtQ6tFKmbdUlHobY.jpg,2022-08-01 23:17,2022-10-15 6:30
33,가산산성 야영장,109213,Y,,504-83-2726 ,지자체,직영,,운영,,,,일반야영장,산,경상북도,칠곡군,718923,경상북도 칠곡군 동명면 한티로 1034 ,,128.6201675,36.0188551,,054-880-8300,http://www.gbpalgong.go.kr,http://camping.gb.go.kr,온라인실시간예약,2,200,0,0,0,0,3,4,3,3,7,5,5,71,46,66,0,0,17,0,0,,,,2015-07-08,"봄,여름,가을",평일+주말,N,N,5,0,5,개별,,,산책로,,N,,N,,34,0,344,0,"봄꽃여행,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/77/thumb/thumb_720_1327zQDHo4xQ1Rm0yvqnIUGV.jpg,2022-08-01 23:17,2022-10-15 6:30
34,가야권역 소리마실 영농조합법인,1500,Y,2016-00001,677- 8-00221,민간,직영,,운영,,,,일반야영장,"산,계곡",경상남도,합천군,50201,경남 합천군 가야면 가야산로 1267,,128.128841,35.7724993,,055-934-2221,http://www.gayasori.co.kr,,,1,0,39,0,0,0,0,10,8,0,10,7,0,9,22,0,9,22,0,0,0,,,,2016-06-07,"봄,여름,가을,겨울",평일+주말,Y,N,2,2,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동장,운동시설",,"계곡 물놀이,청소년체험시설",,N,,Y,"도자기만들기 , 천연염색",39,1,0,0,"여름물놀이,가을단풍명소,걷기길",,가능(소형견),,https://gocamping.or.kr/upload/camp/80/thumb/thumb_720_89807FLKXZpjKwzL7Tt250Gk.jpg,2022-08-01 23:17,2022-10-15 6:30
35,가야랜드달빛야영장,0,Y,,,지자체,직영,,운영,,,,일반야영장,,경상남도,김해시,50811,경남 김해시 신어산길 67 (삼방동),,128.9056121,35.2589749,,055-332-9100,http://moonlightcamp.co.kr/,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2016-04-28,,,N,N,0,0,0,,"전기,장작판매,온수,운동시설",,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/81/thumb/thumb_720_21966srlS4OW8sCL6PGrbq59.jpg,2022-08-01 23:17,2022-10-15 6:30
36,가온누리캠핑체험장,9917,Y,Nov-15,240-43-00056,민간,직영,,운영,,,어린이 관련 시설 다수,일반야영장,숲,경상북도,경주시,38028,,,129.1374157,35.9811535,,054-762-2000,http://cafe.naver.com/lhs4244,,,2,46,0,0,0,0,3,6,0,0,8,0,0,46,0,0,0,36,10,0,0,,,,2015-07-22,"봄,여름,가을,겨울",주말,Y,N,2,2,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트.편의점",,"산책로,낚시,어린이놀이시설",,N,,N,,30,30,30,0,"여름물놀이,가을단풍명소,걷기길","릴선,화로대,난방기구,식기,침낭",불가능,,https://gocamping.or.kr/upload/camp/84/thumb/thumb_720_3645stCGvhKINP3NlO9K9vEf.jpg,2022-08-01 23:17,2022-10-15 6:30
37,가우도카라반펜션,1200,Y,2015-000003,216-71-00056,민간,직영,,운영,,,펜션과 겸업  대형 카라반 보유  바다인접  낙조풍경,"일반야영장,카라반",해변,전라남도,강진군,59263,전남 강진군 대구면 저두바닷길 3,,126.7917474,34.5276559,,061-434-6633,http://www.gaudopension.com/,http://www.gaudopension.com/,,1,5,0,0,6,0,0,3,0,0,6,0,0,5,0,0,2,0,3,0,0,,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",2015-12-23,"봄,여름,가을,겨울",평일+주말,N,N,2,2,3,개별,"전기,무선인터넷,온수,물놀이장,놀이터,운동시설",,"산책로,수상레저,낚시",,N,,N,,6,0,0,0,"일출명소,일몰명소,수상레저,낚시",,불가능,,https://gocamping.or.kr/upload/camp/85/thumb/thumb_720_1860sH2D6nhVvgNzx2FbbwMC.jpg,2022-08-01 23:17,2022-08-01 23:17
38,가은해솔캠핑장,0,N,Jan-17,,민간,직영,,운영,,,민박,일반야영장,숲,경상북도,문경시,36993,경상북도 문경시 가은읍 원북리 177-6,,128.0186437,36.7005829,,010-7660-5379,http://www.haesolcamp.com/bbs/board.php?bo_table=table54&page=,,전화,1,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,,,2017-05-15,"봄,여름,가을",평일+주말,Y,N,4,2,1,개별,"전기,장작판매,온수,물놀이장",,"계곡 물놀이,낚시,어린이놀이시설",,N,,N,,8,0,0,0,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/86/thumb/thumb_720_2605Ri4RFt1mnecLO24qH051.jpg,2022-08-01 23:17,2022-08-01 23:17
39,변산오토캠핑장,6910,Y,,834-87-00438,지자체,위탁,,운영,,,,"자동차야영장,카라반",해변,전라북도,부안군,56342,전북 부안군 변산면 변산로 2054,,126.5336697,35.6824139,,1670-3639-,https://www.bscamping.co.kr,https://www.bscamping.co.kr,온라인실시간예약,0,0,29,0,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,,,,2022-02-10,"봄,여름,가을,겨울",평일+주말,Y,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수",,"낚시,해수욕",,N,,N,,35,0,0,0,"일몰명소,여름물놀이,걷기길",화로대,불가능,"봄,여름,가을,겨울",https://gocamping.or.kr/upload/camp/87/thumb/thumb_720_6823LIi5eTPTRrI0iWf8ynXt.jpeg,2022-08-01 23:17,2022-08-01 23:17
40,가족쉼터,0,Y,,,지자체,직영,,운영,,,,자동차야영장,"숲,계곡",경기도,남양주시,472851,경기도 남양주시 수동면 수산리 591-2,,127.2720936,37.7548248,,031-591-1585,,,전화,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,,,,2015-08-20,"봄,여름,가을",평일+주말,N,N,2,2,2,개별,"전기,놀이터",,계곡 물놀이,,N,,N,,9,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/90/thumb/thumb_720_7328jlt39ior3zqPLWFG5gR2.jpg,2022-08-01 23:17,2022-10-15 6:30
41,청계산 골든밸리 가족캠핑장,0,Y,,509-43-00407,민간,직영,,운영,,,,"일반야영장,글램핑","산,숲,도심",경기도,성남시,13450,경기 성남시 수정구 달래내로221번길 17-5 (금토동),,127.0782351,37.4160706,,010-3094-4235,https://goldenvalleycamping.modoo.at/,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=14009928,온라인실시간예약,2,18,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구",,2019-12-16,"봄,여름,가을,겨울",평일+주말,N,N,6,6,10,개별,"전기,장작판매,온수",,,,N,,N,,18,1,1,10,,,불가능,,https://gocamping.or.kr/upload/camp/92/thumb/thumb_720_2889m2JPrHI8KwPegd2g0vou.jpg,2022-08-01 23:17,2022-10-15 6:30
42,가창농원 야영장,2000,Y,,514-20-90483,민간,직영,,운영,,,,"일반야영장,자동차야영장","산,숲",대구시,달성군,42940,대구 달성군 가창면 가창로10길 56,,128.6791722,35.7270263,,010-8436-6906,gachangnongwon.modoo.at,http://r4.camperstory.com/?1883,온라인실시간예약,1,8,8,0,0,0,1,10,6,5,6,6,6,3,4,1,0,8,0,0,0,,,,2016-06-08,"봄,여름,가을,겨울",평일+주말,Y,N,1,1,1,개별,"전기,무선인터넷,온수,물놀이장,운동장",참숯가마,,,N,,N,,10,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/95/thumb/thumb_720_2866Jw3lMkHgr79k8NI2mY1Q.jpg,2022-08-01 23:17,2022-10-15 6:30
43,가평사계절캠핑장,0,Y,제2016-000046호,839-08-00476,민간,직영,,운영,,,"편리한 교통, 통나무집 에서 계곡물놀이를 즐겨보아요. ","일반야영장,자동차야영장","숲,계곡,도심",경기도,가평군,12403,경기도 가평군 가화로 988,,127.5489707,37.8833509,경기도 가평군 북면에 위치하며 가평 북면사무소 북면우체국 방향으로 2분 거리에 위치,031-582-7883,http://cafe.naver.com/gp4camping,http://r2.camperstory.com/?1589,온라인실시간예약,1,25,23,0,0,23,0,0,0,0,0,0,0,23,2,0,0,23,0,0,0,,,,2016-07-28,"봄,여름,가을",평일+주말,Y,N,2,3,4,개별,"전기,무선인터넷,온수,트렘폴린,마트.편의점",통나무 방갈로 2개동 운영중 별도문의,"계곡 물놀이,산책로,낚시,어린이놀이시설",,N,,N,,16,1,0,2,"일몰명소,낚시,봄꽃여행,여름물놀이,걷기길",화로대,불가능,,https://gocamping.or.kr/upload/camp/102/thumb/thumb_720_2180uMBOFgzbjXUHEvvLuoXe.jpg,2022-08-01 23:17,2022-10-15 6:30
44,가평 사과나무 캠핑장 ,0,N,제2015-000022호,318-43-00010,민간,직영,,운영,,,전망좋음. 사이트별 단독사이트 설치가능,자동차야영장,"산,숲",경기도,가평군,477821,경기도 가평군 상면 항사리 427-6,외 2필지 ,127.358428,37.7895015,,010-5380-5559,http://cafe.naver.com/appletreecamping,,,2,10,0,0,0,0,2,3,0,0,6,0,0,10,0,0,0,4,6,0,0,,,,2015-10-19,"봄,여름,가을",주말,N,N,2,2,6,개별,"전기,장작판매,놀이터",,,,N,,N,,8,0,0,0,"일출명소,봄꽃여행,가을단풍명소",,불가능,,https://gocamping.or.kr/upload/camp/103/thumb/thumb_720_0459008reQaEE239SHUkxVJu.jpg,2022-08-01 23:17,2022-10-15 6:30
45,가평 운악홀리데이 캠핑장,0,Y,,,지자체,직영,,운영,,,,글램핑,산,경기도,가평군,12434,경기 가평군 조종면 운악청계로 424,,127.356336,37.853651,가평군청을 기점으로 46번 국도를 타고 청평 방면으로 달리다 37번 국도로 갈아타고 운악산 쪽으로 가면 도착한다. ,0505-356-9520,http://jamping.co.kr,,온라인실시간예약,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"침대,TV,에어컨,냉장고,난방기구,취사도구,내부화장실","침대,TV,에어컨,냉장고,난방기구,취사도구,내부화장실,내부샤워실",2016-11-01,"봄,여름,가을,겨울",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동장,운동시설",,,,N,,N,,0,0,0,0,,,불가능,"봄,여름,가을",https://gocamping.or.kr/upload/camp/119/thumb/thumb_720_0396NsoXOTrOqtQoch9B7Ewf.jpg,2022-08-01 23:17,2022-10-15 6:30
46,가평황토은글램핑,0,Y,제2017-000018호,697-42-00051,민간,직영,,운영,,,글램핑 바닥 난반완비,글램핑,"산,숲,계곡",경기도,가평군,12474,경기 가평군 설악면 장수로79번길 63-18,,127.5102426,37.6076671,,031-584-2963,홈페이지 등록중,,,1,0,0,4,0,0,2,4,0,0,6,0,0,4,0,0,0,4,4,0,0,,"침대,TV,에어컨,냉장고,유무선인터넷,난방기구,취사도구,내부화장실",,2017-05-26,"봄,여름,가을",평일+주말,N,N,0,0,0,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트.편의점",,"계곡 물놀이,운동장,강/물놀이,농어촌체험시설",,N,,N,,4,0,0,4,"일출명소,일몰명소,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/121/thumb/thumb_720_3450WrtrBe7FEbUPkZ2akTvB.jpg,2022-08-01 23:17,2022-08-01 23:17
47,흑석산 자연 휴양림,0,N,,415-83-00016,지자체,직영,,운영,,,,일반야영장,"산,숲",전라남도,해남군,536831,전라남도 해남군 계곡면 산골길 306 ,,126.6152381,34.6719718,,061-530-5738,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030045#,http://gahak.haenam.go.kr,전화,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,,,,2015-05-08,"봄,여름,가을,겨울",평일+주말,N,N,2,2,2,,"전기,물놀이장,놀이터",,"산책로,강/물놀이",,N,,N,,0,0,0,0,"봄꽃여행,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/123/thumb/thumb_720_97680OHF6aDz8T1NUr4z88K8.jpg,2022-08-01 23:17,2022-10-15 6:30
48,각화산캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,,경상북도,봉화군,755844,경상북도 봉화군 춘양면 석현리 573-2 ,,128.8985,36.984391,,054-679-8799,,,전화,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2017-03-28,,,N,N,0,0,0,,"전기,온수,놀이터",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:17,2022-08-01 23:17
49,주식회사 클럽 프라비다,3461,N,2017000010,316-14-00065,민간,직영,,운영,,,"각흘산 계곡 최상류에 위치 / 최신설비완비  정자, 골프연습가능     대형견4마리 있음   럭셔리힐링컨셉 (금주금연힐링캠프)  ",일반야영장,"산,숲,계곡",경기도,포천시,11110,경기도 포천시 이동면 도평리 572-3,,127.3968454,38.1079239,,031-536-8868,,,,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,,,,2017-05-31,"봄,여름,가을,겨울",주말,N,N,1,1,2,개별,"전기,무선인터넷,장작판매,온수,운동시설",무선인터넷 일부이용가능 / 정자 5개 / 캠핑장 내 골프연습용 타석 2개 ,"계곡 물놀이,산책로,청소년체험시설",,N,,Y,아로니아농장이 있어 수확철 체험가능,6,0,1,4,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능,,https://gocamping.or.kr/upload/camp/125/thumb/thumb_720_9788NAghet6HRTEItBYHijZN.jpg,2022-08-01 23:17,2022-08-01 23:17
50,간월도캠핑장,0,Y,,,지자체,직영,,운영,,,,일반야영장,,충청남도,서산시,356892,충청남도 서산시 부석면 간월도리 21-20 ,,126.4177826,36.6068354,,,http://campingart.co.kr/main/index.html,http://campingart.co.kr/main/index.html,온라인실시간예약,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2015-08-17,,,N,N,0,0,0,,"전기,장작판매,온수,산책로",,,,N,,N,,0,0,0,0,,,불가능,,,2022-08-01 23:17,2022-08-03 6:30
51,갈기산펜션캠핑장,3600,Y,,440-05-01274,민간,직영,,운영,,,,자동차야영장,"산,계곡",경기도,양평군,12531,경기 양평군 청운면 신론새터길 23,,127.7882815,37.5594165,,010-2476-3657,http://galgisanpensioncamp.com/stdzn/page.do?request=goMainPage&bizCode=P201410001,http://galgisanpensioncamp.com/stdzn/page.do?request=goReservePage&bizCode=P201410001&strMenuId=TMP1100,,2,12,0,0,0,0,0,5,0,0,7,0,0,12,0,0,0,3,9,0,0,,,,2015-07-07,"봄,여름,가을,겨울",평일+주말,N,N,1,1,1,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장",,"계곡 물놀이,산책로,청소년체험시설",,N,,N,,6,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/129/thumb/thumb_720_7135XI007JklnwwskJ3JrVPk.jpg,2022-08-01 23:17,2022-10-15 6:30
52,갈천 오토캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,"산,계곡",강원도,양양군,215811,강원도 양양군 서면 구룡령로 1103-12 ,,128.500403,37.9112769,,,http://cafe.naver.com/galchunauto,http://r4.camperstory.com/?185,온라인실시간예약,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2016-07-25,,,N,N,0,0,0,,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",,계곡 물놀이,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/131/thumb/thumb_720_2305HIkLHqPzFYz69w3IgZrk.jpg,2022-08-01 23:17,2022-10-15 6:30
53,감 이야기 캠핑장,1752,Y,,835-38-00277,민간,직영,,운영,,,,일반야영장,"산,계곡",경상북도,청도군,38368,경북 청도군 운문면 신원4길 18,,129.001225,35.6659701,,010-4504-9005,http://blog.naver.com/sinnari01/220715719748,,,2,20,0,0,0,0,0,6,0,0,7,0,0,20,0,0,0,20,0,0,0,,,,2016-05-23,"봄,여름,가을",평일+주말,Y,N,4,3,3,개별,"전기,무선인터넷,장작판매,트렘폴린,물놀이장,놀이터,운동시설",,"계곡 물놀이,산책로,어린이놀이시설",,N,,N,,10,1,1,0,"여름물놀이,걷기길","텐트,릴선,화로대,식기",불가능,,https://gocamping.or.kr/upload/camp/132/thumb/thumb_720_49865a9Wlev0fIVLHivKamza.jpg,2022-08-01 23:17,2022-10-15 6:30
54,감악산캠핑숲,6600,Y,,224-17-36820,민간,직영,,운영,,,,자동차야영장,계곡,강원도,원주시,26508,강원 원주시 신림면 신림황둔로 714,,128.1399087,37.2498068,,010-4000-6079,http://cafe.naver.com/gamaksancamp,http://gamaksan.co.kr/gamaksn_c_3_2,온라인실시간예약,2,59,0,0,0,0,0,6,7,0,9,8,0,15,44,0,0,50,9,0,0,,,,2015-04-29,"봄,여름,가을,겨울",평일+주말,Y,N,3,1,2,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",다실,"계곡 물놀이,산책로",,Y,"영화상영,크리스마스와할로윈데이 축제",Y,다도체험,50,0,0,0,"여름물놀이,가을단풍명소","릴선,화로대,난방기구",불가능,,https://gocamping.or.kr/upload/camp/137/thumb/thumb_720_1574wl9rKsGMgnjD4KwsMCBL.jpg,2022-08-01 23:17,2022-08-01 23:17
55,강나루 오토캠핑장 ,53500,Y,,608- 8-01320,지자체,직영,,운영,,,낙동강가 넓은 부지에 잔디가 잘가꾸어진 캠프사이트. 그리고 마음껏 뛰어널수 있는 어란이 시설이 함께있다.,일반야영장,강,경상남도,함안군,637943,경상남도 함안군 칠서면 이룡리 998,,128.5085477,35.3930913,,055-586-2510,http://www.haman.go.kr/main/,"https://camp.xticket.kr/web/main	",온라인실시간예약,5,0,190,0,0,0,0,9,11,0,9,8,0,77,60,0,137,0,0,0,0,,,,2014-05-15,"봄,여름,가을,겨울",평일+주말,Y,N,5,4,4,개별,"전기,무선인터넷,장작판매,온수,놀이터,산책로,운동시설,마트.편의점",,,,N,,N,,30,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/138/thumb/thumb_720_9469DeDSpmfpSghqvKLzgE4i.jpg,2022-08-01 23:17,2022-08-01 23:17
56,강나루 캠핑장,0,Y,,,민간,직영,,운영,,,,일반야영장,강,경상남도,합천군,678973,"경남 합천군 가회면 둔내리 563-6, 563-7",,128.0250018,35.4963606,,010-6311-0555,,,현장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2017-07-02,"봄,여름,가을,겨울",평일+주말,Y,N,2,1,2,개별,전기,,,,N,,N,,0,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/139/thumb/thumb_720_7531tHliF7DT5bnWbCDKjBvR.jpg,2022-08-01 23:17,2022-08-01 23:17
57,강당골캠핑파크,3305,N,,없음--없음,민간,직영,,운영,,,"수영장, 길 건너 계곡",일반야영장,"숲,계곡",충청남도,아산시,31557,충남 아산시 송악면 강당로 187-17,,127.0159079,36.7162118,,041-544-6977,http://camping.designtu.kr,,전화,2,9,0,0,0,0,3,6,0,0,7,0,0,9,0,0,0,9,0,0,0,,,,2017-07-19,"봄,여름,가을,겨울",평일+주말,Y,N,4,2,2,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",,"계곡 물놀이,산책로,낚시",,N,,N,,6,0,0,4,여름물놀이,,불가능,,https://gocamping.or.kr/upload/camp/140/thumb/thumb_720_9023o5DFzjGYLHeuykOhqKpS.jpg,2022-08-01 23:17,2022-08-01 23:17
58,강동 그린웨이 가족캠핑장 ,0,Y,,212-82-07349,지자체,위탁,강동도시관리공단,운영,,,,자동차야영장,도심,서울시,강동구,5357,서울 강동구 천호대로206길 87 (둔촌동),,127.1541017,37.5358815,,02-2045-7880,www.igangdong.or.kr,http://www.gdfamilycamp.or.kr/,온라인실시간예약,4,62,5,0,0,0,0,3,6,0,5,7,0,62,5,0,0,0,67,0,0,,,,2015-05-20,"봄,여름,가을",평일+주말,N,N,2,2,2,개별,"전기,무선인터넷,놀이터,운동장,운동시설,마트.편의점",,"산책로,운동장,수영장",,N,,N,,80,0,0,0,,,불가능,,https://gocamping.or.kr/upload/camp/141/thumb/thumb_720_7234y04TWbniSz1kvNq2uNUo.jpg,2022-08-01 23:17,2022-08-01 23:17
59,강릉 노추산 힐링캠프,0,Y,,777-11-00367,민간,직영,,운영,,,,자동차야영장,"숲,계곡",강원도,강릉시,25642,강원 강릉시 왕산면 노추산로 1271-6,,128.7418225,37.5715684,,010-6375-3333,https://nochusan.modoo.at/,,온라인실시간예약,0,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,12,38,0,0,,,,2016-05-20,"봄,여름,가을",주말,N,N,2,1,1,개별,"전기,장작판매,놀이터,산책로",,"계곡 물놀이,산책로,낚시",,N,,N,,0,0,0,0,"여름물놀이,가을단풍명소",,가능,,,2022-08-01 23:17,2022-08-01 23:17
